,count
43728,510
24613,510
29711,510
119770,510
295364,510
35589,510
39439,510
19581,510
54354,510
31739,510
92875,510
13772,510
7195,510
10669,509
16664,509
69067,509
10321,509
7589,509
13384,509
43368,509
35477,509
24045,509
110864,509
20109,509
18964,509
173466,509
30060,509
79568,509
61083,509
18581,509
18901,509
43433,509
10311,508
12549,508
42566,508
21484,508
20405,508
26649,508
12502,508
14557,508
21066,508
31542,508
21563,508
12758,508
20196,508
16109,508
38723,507
2762,507
25015,507
35859,507
53714,507
9207,507
6637,507
45450,507
37183,507
39738,507
15819,507
19771,507
13932,507
13012,507
57417,507
34855,507
28487,507
15516,506
25461,506
26123,506
22621,506
12113,506
7098,506
417549,506
41374,506
13872,506
9741,506
24179,506
13301,506
12543,506
13719,506
60864,506
19057,505
20373,505
62882,505
43024,505
15782,505
52520,505
31904,505
5148,505
27321,505
2821,505
25397,505
12162,505
10151,505
11910,505
33959,504
34224,504
76215,504
28058,504
26925,504
8215,504
57141,504
23754,504
11650,504
25378,504
31265,504
27358,504
27186,504
48773,504
36274,504
55949,503
6270,503
31464,503
13062,503
14832,503
17787,503
4123,503
31884,503
12099,503
20749,502
30202,502
6350,502
109182,502
13715,502
19334,502
27093,502
21446,502
10459,502
32023,502
38115,502
52138,501
14576,501
12955,501
36460,501
12055,501
13088,501
17636,501
27972,501
14967,501
25549,501
30070,500
48917,500
20737,500
13007,500
34302,500
94770,500
15979,500
12698,500
338566,500
30235,500
20555,500
28830,500
98709,500
26508,500
65553,500
9148,500
58160,500
60467,500
9216,500
31477,500
186416,499
31100,499
69153,499
82026,499
17647,499
32883,499
33552,499
82179,499
11509,499
21854,499
37156,499
3047,499
47718,499
19905,499
42752,499
24603,499
61541,499
20584,499
15165,498
11820,498
22914,498
30175,498
11437,498
48526,498
757534,498
25143,498
68137,498
18579,498
55474,498
32046,498
9276,498
20814,498
10561,497
23998,497
50393,497
55523,497
9708,497
32403,497
10080,497
24771,497
10621,497
22606,497
27356,497
54969,496
70452,496
84042,496
16753,496
18046,496
25613,496
16924,496
82752,496
14177,496
18234,496
19030,496
46112,495
55099,495
92504,495
35756,495
161367,495
11557,495
41026,495
13359,495
17303,495
51880,495
21299,495
34130,495
65806,495
26603,495
10761,495
19223,495
15848,495
18118,495
16310,494
10708,494
12812,494
20214,494
54512,494
7798,494
5916,494
24877,494
17870,494
75606,494
18019,494
22688,494
189416,494
35649,494
11971,494
9693,494
13008,493
73212,493
14346,493
22406,493
26015,493
9990,493
17448,493
21880,493
19701,493
7665,493
22908,493
43060,493
178696,493
6455,493
46442,493
22137,492
31233,492
27502,492
15301,492
21820,492
34147,492
266186,492
133360,492
15929,492
18274,492
25442,491
53190,491
17461,491
30644,491
49875,491
9413,491
26183,491
20069,491
28779,491
37363,491
37169,491
37071,491
9100,491
66420,491
17276,491
19784,491
12533,491
27457,491
52743,491
22451,491
14064,491
12248,491
6647,491
19928,490
51418,490
26002,490
17548,490
10463,490
4776,490
20388,490
5721,490
15419,490
34142,490
11018,490
19504,490
197107,490
152038,490
17285,490
7532,490
25262,490
15371,490
20293,490
22054,490
137706,490
16369,489
37228,489
9292,489
188480,489
19038,489
15954,489
8152,489
17243,489
59669,489
24962,489
25608,489
13387,489
23496,489
16305,488
14240,488
61182,488
23296,488
52710,488
58641,488
9675,488
13917,488
19052,488
91120,488
18196,488
22733,488
85268,488
12334,488
43316,488
27784,488
11194,488
63064,488
26697,487
25647,487
10301,487
15020,487
58490,487
36669,487
30386,487
101148,487
21343,487
129192,487
34653,487
82194,487
26082,487
32784,487
51696,487
21553,487
23997,487
4174,487
29183,487
146574,487
30279,487
25511,487
7487,487
16274,487
7170,486
40387,486
9637,486
12695,486
19927,486
24451,486
11960,486
27691,486
23093,486
20222,486
21871,485
27352,485
37999,485
27930,485
21593,485
60153,485
21263,485
21567,485
18732,485
18588,485
66723,485
31980,485
13267,485
20645,485
16146,485
18113,485
125631,485
11260,484
22780,484
21315,484
19403,484
20675,484
14355,484
29216,484
23738,484
404657,484
36413,484
41825,484
13039,484
51605,484
7288,484
26173,484
40970,483
49934,483
59394,483
33011,483
16587,483
8241,483
29024,483
19290,483
30932,483
23550,483
24907,483
28262,482
70574,482
47294,482
39331,482
56421,482
67280,482
29303,482
16483,482
18802,482
11109,482
16788,482
24498,482
11955,482
23293,481
16652,481
46470,481
13036,481
32398,481
13439,481
18259,481
11313,481
90175,481
9613,481
52839,481
95801,481
17897,480
42303,480
60167,480
6766,480
53797,480
25850,480
24442,480
2663,480
39132,480
14042,480
18879,480
20544,480
13908,480
81086,480
23334,480
20696,479
62370,479
19718,479
23553,479
61141,479
12634,479
41811,479
18371,479
14741,479
18146,479
19824,479
51589,479
23523,479
70086,479
17688,478
99145,478
27990,478
19814,478
21988,478
8892,478
70528,478
21085,478
30162,478
30728,478
29576,478
31210,478
18894,478
33149,478
145092,478
63666,478
22993,478
22640,478
51577,478
18142,477
29812,477
100904,477
8905,477
19107,477
17948,477
29426,477
21250,477
17732,477
16031,477
24306,477
74791,477
13840,477
113790,477
17723,477
38832,477
25936,477
19415,476
54640,476
45136,476
18647,476
9344,476
40956,476
18458,476
105815,476
266805,476
12347,476
74572,476
23597,476
42776,475
15076,475
11791,475
31866,475
52425,475
23697,475
22087,475
10968,475
34391,475
20361,475
27447,475
34320,475
28757,475
14451,475
14027,475
18523,475
45182,474
55997,474
87690,474
221797,474
8220,474
30698,474
47942,474
15239,473
64818,473
29211,473
80015,473
13245,473
27455,473
31211,473
26795,473
18920,473
44193,473
24942,473
22251,473
18343,473
21907,473
16825,473
16036,473
15689,473
24895,473
22313,473
33541,473
10565,472
81085,472
34348,472
26208,472
32897,472
15859,472
25744,472
20689,472
120932,472
15461,472
20143,472
20161,472
38738,471
32324,471
31920,471
41355,471
17317,471
9185,471
29375,471
11108,471
130025,471
37372,471
101294,471
52713,470
18295,470
19407,470
79046,470
883437,470
8678,470
8382,470
22605,470
19603,470
21460,470
35138,470
16976,470
13444,470
11733,470
26555,470
15045,469
105155,469
133479,469
24765,469
11949,469
43962,469
40312,469
8207,469
58586,469
24764,469
38710,469
36830,469
18836,469
11268,469
2131,469
30005,469
10437,468
25888,468
13237,468
13998,468
22127,468
14990,468
134506,468
47507,468
72610,468
20323,468
20210,468
11880,468
26530,468
16356,468
14479,468
32600,468
20541,467
25012,467
12988,467
38591,467
16188,467
23349,467
46477,467
24159,467
11275,467
45831,467
8576,467
16164,467
23938,467
18051,467
24486,467
7605,466
13076,466
21933,466
14955,466
20082,466
18252,466
14321,466
14608,466
85794,466
17845,466
6242,466
26046,466
12015,466
11232,466
15592,466
13063,466
26084,466
31850,466
89399,466
20217,466
55911,466
19354,465
19024,465
11476,465
19971,465
25935,465
261311,465
62103,465
21795,465
135559,465
54895,465
15703,465
21675,465
40807,465
203901,465
18942,465
16115,464
15570,464
12889,464
29650,464
13803,464
53486,464
15561,464
17728,464
13839,464
16577,464
50941,464
40141,464
164977,464
16582,464
7139,464
69438,464
27670,464
151243,464
15544,464
30265,463
25589,463
11541,463
9738,463
12403,463
8668,463
38735,463
36648,463
34399,463
25894,463
7703,463
28464,463
22057,463
15408,463
43864,463
81436,463
8669,463
26105,463
49984,462
10524,462
29674,462
30161,462
34818,462
10713,462
37265,462
14069,462
93141,461
35675,461
17472,461
12083,461
23450,461
34607,461
11030,461
116897,461
21253,461
33275,461
20148,461
10280,461
36835,461
58224,461
23928,460
17297,460
8769,460
34124,460
37849,460
26229,460
16981,460
268395,460
71498,459
12786,459
12704,459
22669,459
41733,459
55586,459
4704,459
14538,459
145950,459
22476,459
20039,459
18134,459
16269,459
37567,459
48340,459
31548,458
36886,458
70522,458
14147,458
49567,458
7934,458
72711,458
18989,458
15090,458
15002,458
47477,458
23261,458
26227,458
56595,458
19959,458
26125,458
35839,458
35523,458
16844,458
31558,458
12362,458
13579,458
31774,458
41476,458
17359,458
22655,458
23788,457
22273,457
12303,457
13428,457
14186,457
34817,457
20799,457
33188,457
9470,457
34796,457
26310,457
137443,457
13774,457
168076,457
14720,457
36305,457
5991,457
9556,457
51413,456
49550,456
29559,456
28612,456
26755,456
21897,456
22203,456
28670,456
19495,456
133529,456
18781,456
21560,456
13828,456
22365,456
154936,456
26222,456
10050,456
56143,456
19918,456
23709,456
33069,456
11345,456
24219,456
11687,456
87479,456
19920,456
27948,455
19002,455
3628,455
31179,455
47432,455
20269,455
39306,455
93345,455
63913,455
112517,455
23882,455
22062,455
15261,455
22220,455
28361,455
27708,455
206249,455
25952,454
13058,454
93820,454
8706,454
24550,454
15223,454
14988,454
19395,454
12764,454
42739,454
20247,454
33389,454
14428,454
24135,454
243308,454
19711,454
543159,454
18951,454
34603,454
32024,454
39826,454
13241,454
48273,454
89499,454
26418,454
7835,453
14839,453
30518,453
22945,453
97654,453
28498,453
8732,453
55622,453
42225,453
26269,453
22015,452
362733,452
189374,452
25775,452
24210,452
24429,452
22934,452
11965,452
25450,452
17052,452
14545,452
28905,452
17765,452
18082,452
10349,452
65852,452
34141,452
25529,452
34427,452
27370,452
17445,452
16334,452
13051,452
29767,451
22105,451
18164,451
41432,451
31087,451
61284,451
23916,451
56715,451
75228,451
12358,451
21500,451
6630,451
4086,451
86577,451
20167,450
67163,450
99296,450
20434,450
16347,450
30137,450
24000,450
21044,450
11613,450
24946,450
73364,450
30257,450
29420,450
100999,450
19425,450
14913,450
63491,450
20486,450
31645,450
28172,450
134733,449
31693,449
14076,449
52180,449
10197,449
22453,449
17777,449
11856,449
14090,449
24161,449
41599,449
32710,449
91454,449
7201,449
25784,449
93391,449
16795,449
25447,449
17564,449
85634,449
8645,449
35454,449
23330,448
16307,448
14425,448
20907,448
87655,448
38552,448
12236,448
25082,448
22063,448
12888,448
22178,448
21921,447
17676,447
11521,447
10721,447
101066,447
11266,447
17096,447
84999,447
32764,447
13430,447
43844,447
52876,447
50313,447
10692,447
66178,447
20302,447
45419,447
10999,447
53029,447
13678,447
10762,447
19637,447
32940,447
25029,447
10246,447
19758,447
42313,447
21636,447
229475,446
25773,446
111284,446
56420,446
109394,446
63880,446
17195,446
26788,446
27486,446
20604,446
25789,446
20938,446
27904,446
50233,446
26739,446
13955,446
22776,445
2854,445
27958,445
37660,445
21143,445
246246,445
53318,445
32860,445
26991,445
7493,445
50830,445
19269,445
9485,445
20251,445
17377,445
13687,445
22759,445
26746,445
203506,445
8648,445
13541,445
28600,445
25496,445
8870,445
17066,445
19246,445
9743,444
54669,444
35866,444
16247,444
18735,444
29707,444
21106,444
49807,444
25130,444
22627,444
19586,444
14129,444
43421,443
18733,443
90965,443
39257,443
13529,443
23668,443
41120,443
28752,443
14028,443
14352,443
18446,443
22530,443
318166,443
11389,443
21027,443
17917,443
47385,443
11443,443
40014,443
17037,443
16338,443
16360,443
19833,442
3842,442
15118,442
5675,442
47526,442
34466,442
16532,442
24879,442
100668,442
24249,442
19552,442
95235,442
14356,442
46787,442
46803,442
11195,441
52619,441
46614,441
73292,441
15850,441
19275,441
2189,441
16566,441
14142,441
25419,441
27028,441
31206,441
25595,441
14606,441
30063,440
25053,440
9088,440
956725,440
24090,440
65957,440
8073,440
30616,440
38812,440
11686,440
12390,440
8770,440
14578,440
42069,440
15142,440
52388,439
14582,439
9794,439
24584,439
26121,439
20831,439
8074,439
25886,439
32063,439
2907,439
16564,439
22736,439
16219,439
50522,439
16187,439
17650,439
26272,439
30543,438
20238,438
16738,438
84038,438
6744,438
60387,438
22275,438
32740,438
24229,438
21088,438
22107,438
20537,438
16733,438
22049,438
15321,438
16992,438
34509,438
41246,438
13372,437
16092,437
19813,437
30412,437
61492,437
123058,437
44109,437
26916,437
17576,437
40533,437
79162,437
6665,437
37544,437
53452,436
30879,436
17005,436
83917,436
33649,436
51950,436
63442,436
17435,436
30323,436
50999,436
94766,436
9647,436
21174,436
29745,436
18956,436
12699,436
24191,435
20095,435
21890,435
108369,435
20640,435
37661,435
46016,435
34606,435
25399,435
15509,435
76793,435
57382,435
56456,435
12467,435
16858,435
27994,434
19574,434
61529,434
73515,434
68998,434
9808,434
83131,434
106994,434
31246,434
22008,434
48991,434
21984,434
41136,434
36867,434
23126,434
33476,434
83725,434
19742,434
30797,434
36445,434
11531,434
24048,433
38642,433
13632,433
23105,433
74696,433
29238,433
41479,433
20264,433
38076,433
27606,433
15024,433
78043,433
18808,433
28355,433
25097,432
36588,432
23532,432
23210,432
18493,432
27522,432
109952,432
46702,432
6369,432
46413,432
27240,432
50957,432
10746,432
12743,432
41291,432
38052,432
44730,432
82259,432
15849,431
16469,431
12340,431
49909,431
61224,431
51083,431
71187,431
19963,431
89877,431
34642,431
12008,431
21652,431
12811,431
252954,431
18622,431
24699,431
84706,431
29354,431
48486,431
28037,430
56952,430
27684,430
7332,430
14087,430
26471,430
71608,430
20848,430
8266,430
38896,430
72409,430
29020,430
33238,430
17710,430
18104,430
22034,430
107309,430
21193,430
24347,430
22028,430
33375,430
23323,429
33503,429
20602,429
11917,429
27381,429
72138,429
18137,429
15688,429
9661,429
10092,429
24188,429
25247,429
29994,429
11893,429
60123,429
17316,429
22108,429
39767,429
48369,429
15357,429
40829,428
16086,428
11561,428
58552,428
14834,428
20589,428
3868,428
24601,428
30571,428
24640,428
79113,428
5890,428
26096,428
8992,428
5318,428
101560,428
26634,428
14744,428
103772,428
16521,428
14665,428
35680,428
16632,428
35016,427
28914,427
19986,427
51233,427
15548,427
19431,427
24527,427
59110,427
62205,427
20294,427
21607,427
19906,427
13513,427
17960,427
11832,427
20523,427
21538,427
87591,426
17210,426
104405,426
22355,426
19160,426
48196,426
20226,426
32463,426
22283,426
21958,426
163823,426
38955,426
43391,426
20426,426
14894,426
35642,426
11316,426
852272,426
37793,426
46233,426
37673,426
77282,426
17071,426
14409,426
18583,426
12185,426
28381,426
19320,426
16912,426
21517,425
18120,425
19645,425
46905,425
15535,425
20614,425
42559,425
42715,425
13793,425
25467,425
85479,425
34798,425
50053,425
30957,425
79609,425
44522,425
18173,424
16292,424
51657,424
19266,424
27295,424
202633,424
14821,424
35780,424
19914,424
20707,424
18398,424
12761,424
28986,424
27610,424
22473,424
16304,423
40491,423
25090,423
36637,423
47924,423
38271,423
28210,423
40367,423
28883,423
12616,423
15897,423
38563,423
26294,423
87417,423
17328,423
19551,423
89529,423
23527,422
93544,422
30711,422
29771,422
10511,422
23458,422
29129,422
10170,422
46328,422
20089,422
19145,422
29105,422
23484,422
13595,422
20382,422
12376,422
14771,422
23612,422
23786,422
35235,421
128501,421
77311,421
29366,421
21817,421
16592,421
87717,421
45928,421
23170,421
22397,421
14522,421
49643,421
16867,421
36249,421
13260,421
19850,421
48515,421
28599,421
19047,421
17142,421
20120,421
25025,421
25176,420
10288,420
6158,420
21651,420
33141,420
41868,420
34439,420
20324,420
45188,420
13543,420
22681,420
6010,420
27835,420
22315,420
14646,420
34118,420
144377,420
22404,420
18073,419
29002,419
27230,419
13737,419
17255,419
17370,419
16849,419
56723,419
21166,419
31064,419
7363,419
41429,419
27014,419
11278,419
24180,419
22467,419
38015,419
21307,419
4215,419
23933,419
6966,419
18891,419
31676,418
15965,418
15603,418
18456,418
19381,418
78409,418
61301,418
18481,418
36521,418
9856,418
26675,418
97085,418
14794,418
13475,418
40136,418
14019,418
29453,418
14109,418
25919,418
20252,418
21718,418
19878,418
37222,418
13049,418
11982,418
21458,418
112288,418
60585,418
22793,418
43590,418
67041,418
2654,418
28556,417
21597,417
6805,417
47420,417
346422,417
28305,417
29961,417
21374,417
188141,417
9906,417
37340,417
52098,417
98768,417
24673,417
11309,417
22920,417
19245,417
22149,417
14232,417
16249,417
13287,417
33530,417
86265,417
12957,416
31441,416
61994,416
27592,416
16556,416
8529,416
27652,416
28003,416
24375,416
15552,416
38068,416
31622,416
23645,416
35546,416
12863,415
23225,415
17916,415
22877,415
30749,415
22429,415
19104,415
11796,415
44723,415
32476,415
8831,415
22003,415
27679,415
15767,415
7055,415
14048,415
54067,415
14204,415
39751,415
20197,415
19243,414
121804,414
24122,414
48137,414
13286,414
26815,414
12288,414
94195,414
22134,414
18967,414
56198,414
25885,414
77600,414
18731,414
9674,414
17824,414
19575,414
25034,414
8582,414
15768,414
20956,413
13801,413
18063,413
22978,413
24651,413
62895,413
69118,413
15824,413
68579,413
48594,413
25574,412
51881,412
18870,412
9034,412
19386,412
19125,412
27482,412
23557,412
24404,412
14801,412
11543,412
36954,412
20101,412
33863,412
24611,412
10241,412
24040,412
11915,412
71101,412
80991,412
15540,412
35521,412
25544,412
57071,412
33567,411
122759,411
10359,411
12835,411
18843,411
16842,411
73540,411
10925,411
49053,411
21422,411
7783,411
76737,411
51900,411
3573,411
17283,411
9650,411
104871,411
21531,411
37288,411
14880,410
78550,410
15388,410
22339,410
25259,410
23785,410
36020,410
10584,410
17664,410
12816,410
21233,410
39312,410
14222,410
89537,409
16768,409
32855,409
22160,409
17874,409
15365,409
18699,409
69888,409
99096,409
28697,409
9241,409
33812,409
52886,409
6922,409
165276,409
19119,409
24183,409
26932,409
68632,409
32668,409
23896,409
35293,409
41102,409
17975,409
32121,409
14808,409
29121,409
28593,409
25252,408
84482,408
23831,408
179776,408
27611,408
22146,408
28393,408
17179,408
32122,408
53968,408
17626,408
20465,408
28964,408
31871,408
11027,408
18766,408
8235,408
28501,408
13440,408
28192,408
30651,407
12171,407
48832,407
6978,407
32364,407
32410,407
84070,407
51934,407
26461,407
67038,407
32901,407
30211,407
142121,407
780640,407
17560,407
50532,407
18841,407
16278,407
47936,406
25398,406
40383,406
70477,406
13532,406
23257,406
10026,406
52573,406
32614,406
9085,406
15097,406
46688,406
40071,406
17582,406
21930,406
17738,406
37064,406
20438,405
54589,405
36454,405
13226,405
43974,405
6145,405
8305,405
15551,405
11164,405
14601,405
16656,405
64395,405
19439,405
36667,405
18271,405
28149,405
13827,405
40659,405
21257,404
21237,404
29695,404
19593,404
30847,404
10605,404
56091,404
68155,404
12090,404
24209,404
38307,404
38462,404
26799,404
10017,404
18670,404
24021,404
25268,404
49311,404
31779,404
20305,404
35407,404
26348,403
10603,403
64537,403
23848,403
24768,403
52146,403
16226,403
19056,403
21720,403
64196,403
10315,403
11069,403
14533,403
32801,403
47134,403
18114,403
17295,403
20387,403
10199,402
22255,402
14917,402
19108,402
16945,402
30071,402
119587,402
7942,402
13853,402
14992,402
34723,402
5926,402
56440,402
84135,402
26045,402
92121,402
18996,402
42222,402
27564,402
9898,402
17486,402
27937,402
30236,402
18098,401
23512,401
40277,401
20366,401
51798,401
24711,401
84958,401
25369,401
9082,401
21412,401
13889,401
19220,401
26304,401
31891,401
39820,401
23387,401
11308,401
113970,401
37596,401
43861,401
27148,401
26191,401
653535,401
37440,401
70112,400
15300,400
19414,400
12635,400
43040,400
30768,400
34397,400
25555,400
7791,400
17101,400
32053,400
16771,400
295955,400
4423,400
84547,400
5077,400
12384,400
12869,400
26060,400
22548,400
5558,400
983008,400
33497,400
55175,400
14504,399
38546,399
51787,399
35210,399
34878,399
27865,399
27562,399
53678,399
18682,399
39939,399
19759,399
22734,399
40248,399
15672,399
19904,399
22937,399
17655,399
19640,399
25289,399
50770,399
65113,399
107886,399
23194,399
24695,399
38414,398
34305,398
46114,398
26961,398
20719,398
11206,398
29095,398
28341,398
13920,398
46768,398
69985,398
33951,398
66229,398
21227,397
10630,397
29035,397
25192,397
68746,397
19158,397
24328,397
22219,397
15864,397
19894,397
8204,397
20509,397
76970,397
11838,397
51617,397
21633,397
27653,397
104858,397
7576,397
27342,397
18180,396
20270,396
19233,396
53840,396
16841,396
33102,396
35378,396
120179,396
19034,396
19594,396
146452,396
18652,396
9836,396
8543,396
21159,396
14695,396
33363,396
15168,396
21740,396
43205,396
20753,396
30233,396
62044,396
25553,396
12831,396
103472,396
64840,395
12975,395
19937,395
14350,395
24554,395
11989,395
15121,395
57199,395
19102,395
15043,395
44724,395
12325,395
21101,395
18696,395
29542,395
34739,395
116913,395
28485,394
33429,394
26479,394
24287,394
13030,394
28958,394
14935,394
68773,394
9110,394
29676,394
36603,394
34498,394
28680,394
29851,394
31732,394
96643,394
21350,394
13129,394
16925,394
18162,393
58988,393
19657,393
21246,393
40073,393
29096,393
5872,393
24668,393
33926,393
63038,393
12892,393
12038,393
754689,393
39480,393
19798,393
14547,393
88326,393
47960,393
8500,393
32311,393
53985,393
22114,393
29286,393
16313,393
23163,393
21137,393
13995,392
13939,392
22092,392
8061,392
30827,392
8857,392
113557,392
22072,392
19820,392
22821,392
79881,392
23630,392
5525,392
22740,392
20721,392
65611,391
47691,391
55094,391
112755,391
27533,391
151584,391
12642,391
44407,391
14700,391
25100,391
10860,391
47257,391
8786,391
24314,391
103051,391
14179,391
65749,391
15337,391
15774,391
23747,391
18993,391
9045,391
29090,390
66352,390
30303,390
18719,390
21341,390
10230,390
39792,390
111644,390
15426,390
61112,390
18565,390
28138,390
30658,390
31058,390
213390,390
29989,389
43706,389
21232,389
27339,389
20021,389
116989,389
61675,389
23373,389
66488,389
27401,389
49634,389
35251,389
39266,389
90385,389
49719,389
36546,389
18976,389
6168,389
29518,389
20674,389
58987,389
17121,389
24072,388
33846,388
11349,388
14683,388
33242,388
21438,388
18936,388
14749,388
15430,388
25940,388
21285,388
14037,388
24127,387
52019,387
14819,387
29021,387
42885,387
22786,387
18980,387
43291,387
45871,387
18410,387
10581,387
28659,387
24230,387
20779,387
29323,387
77738,387
5121,387
18717,387
20777,387
47153,386
34533,386
26808,386
11055,386
14214,386
57171,386
118402,386
26145,386
57816,386
19230,386
43788,386
21215,386
11677,386
18383,386
26831,386
52252,386
32583,386
62214,385
35124,385
21161,385
34045,385
20989,385
10929,385
43738,385
34513,385
35878,385
42318,385
44058,385
8858,385
69714,385
23930,385
12556,385
26903,385
14774,384
25000,384
31381,384
14244,384
111346,384
20826,384
33343,384
16355,384
12256,384
24411,384
26097,384
14117,384
10056,384
17011,384
2295,384
22795,384
10111,384
29142,384
42750,383
12393,383
9224,383
6960,383
31723,383
14905,383
30030,383
27404,383
70000,383
16505,383
14439,383
15490,383
30156,383
21612,383
7124,383
69564,383
67591,383
94586,383
20781,383
10063,383
30016,383
109892,383
95539,383
83156,383
20517,383
28185,382
117449,382
32822,382
28275,382
20806,382
25925,382
14394,382
23824,382
16070,382
60644,382
42761,382
21842,382
25642,382
29349,382
34519,382
83383,382
21432,382
44415,382
29192,382
37898,382
20909,382
7595,382
88799,382
28449,382
44908,381
23956,381
36762,381
22103,381
34883,381
13345,381
54636,381
27077,381
28030,381
24705,381
11029,381
15795,381
55481,381
9175,381
23015,381
27535,381
39612,381
32838,381
21728,381
24341,381
96751,380
14980,380
22297,380
83806,380
28834,380
87667,380
5097,380
52265,380
137325,380
5650,380
19752,380
74017,380
29228,380
16047,380
47687,380
34630,380
20476,380
45825,380
22796,380
27816,379
9968,379
11163,379
274346,379
33994,379
20180,379
37311,379
19753,379
18037,379
21117,379
12661,379
19465,379
12082,379
14585,379
18420,379
18666,379
18546,379
14327,379
53665,379
30324,378
4574,378
49559,378
47415,378
22617,378
11969,378
19490,378
49233,378
34874,378
16866,378
11455,378
22807,378
20582,378
46163,378
17592,378
17597,378
7873,378
32222,378
32627,378
133765,378
21822,378
40810,378
34024,377
55415,377
19000,377
51396,377
26258,377
16218,377
76440,377
16373,377
10033,377
15894,377
22461,377
11355,377
48069,377
53773,377
30721,377
26239,377
15120,377
14901,377
39091,377
27802,377
57821,377
12526,377
61629,377
26108,377
18877,377
15798,377
25912,376
32085,376
105866,376
27011,376
15499,376
24172,376
74296,376
22577,376
12763,376
12969,376
8556,376
49622,376
24761,376
90107,376
13363,376
25498,376
70529,376
18900,376
14708,376
27249,376
50213,376
41808,376
20999,376
348330,375
6928,375
52795,375
31811,375
17610,375
81668,375
29744,375
39048,375
19228,375
26893,375
15807,375
30382,375
23214,375
23360,375
20811,375
16196,375
81901,374
18769,374
21388,374
17581,374
54025,374
28611,374
12798,374
38866,374
13921,374
20628,374
40439,374
17131,374
35355,374
59962,374
32688,374
39529,374
13101,374
41482,374
8924,374
29355,374
23830,374
39423,374
24653,374
43251,374
32601,373
111117,373
42832,373
26354,373
99581,373
19471,373
51752,373
10205,373
28971,373
9510,373
17830,373
11979,373
30559,373
48491,373
22067,373
43110,373
28296,373
23014,373
20171,373
61463,372
89440,372
25138,372
27143,372
11797,372
39279,372
31039,372
20234,372
26802,372
32716,372
21847,372
22931,372
97210,371
21354,371
21808,371
27857,371
23241,371
49928,371
65140,371
14853,371
64458,371
81596,371
71061,371
33586,371
18602,371
24751,371
8736,371
20077,371
17742,371
42511,371
27962,371
7785,371
66642,371
24753,371
22364,371
15622,371
10457,371
79029,371
68940,371
11842,371
14093,371
76923,371
23032,370
14426,370
15236,370
26014,370
51817,370
13694,370
26712,370
35304,370
58612,370
76678,370
19087,370
51146,370
43031,370
26251,370
19664,370
52110,370
57928,370
9321,370
29782,370
75773,370
28031,370
42457,370
15727,370
35250,370
17392,370
27464,370
15319,370
24245,370
7973,370
12973,370
7451,370
19697,370
28141,370
45310,369
16358,369
17952,369
19013,369
25427,369
16696,369
11798,369
29497,369
30411,369
26404,369
27150,369
95470,369
7930,369
18232,369
14958,369
19576,369
51511,369
22761,369
28407,369
19253,369
28543,369
74018,369
24964,369
56987,368
39717,368
25619,368
45080,368
14542,368
17981,368
5411,368
19580,368
70848,368
31436,368
27635,368
21807,368
16439,368
46502,368
71714,368
19781,368
8821,368
19031,368
21645,368
91622,368
12898,368
21457,368
13553,368
16862,368
77318,368
23585,368
47828,368
18524,368
11028,368
62051,368
20762,367
14493,367
15315,367
74274,367
21515,367
50782,367
15626,367
20485,367
23407,367
26432,367
16745,367
22949,367
25928,367
78275,367
16886,367
19960,367
32168,367
31284,367
53408,367
20467,367
26334,367
7029,367
16933,367
34185,367
18005,366
23685,366
26890,366
15149,366
274252,366
48563,366
33759,366
98917,366
10625,366
19131,366
13776,366
72428,366
133020,366
11572,366
21294,366
22380,366
23228,366
45718,366
81718,366
25448,366
34760,366
23128,366
19606,365
49666,365
29158,365
23017,365
29443,365
126808,365
20188,365
28706,365
72340,365
12918,365
31324,365
23628,365
21195,365
121516,365
26607,365
30748,365
26724,365
44122,365
147552,365
22622,365
68768,365
20246,365
30958,365
27822,365
100530,365
24247,364
24702,364
15528,364
16854,364
54549,364
13042,364
55598,364
18502,364
18060,364
33608,364
21205,364
21245,364
31704,364
35466,364
35586,364
41507,364
24390,364
79106,364
28852,364
5610,364
18286,364
34655,364
50474,363
77010,363
23114,363
30058,363
5212,363
88021,363
30437,363
24865,363
22171,363
27518,363
40055,363
16026,363
17779,363
23331,363
31804,363
22802,363
71657,363
22664,363
25815,363
68935,363
23195,363
23918,363
117558,363
86428,363
76623,362
15259,362
12594,362
49481,362
36418,362
26397,362
54393,362
11833,362
39511,362
24432,362
18915,362
127653,362
22376,362
23144,362
29798,362
24117,362
53721,362
26880,361
19936,361
25674,361
18454,361
44277,361
11698,361
25028,361
43691,361
18974,361
17023,361
25316,361
11434,361
15326,361
34381,361
57161,361
27472,361
28765,361
454636,361
33424,361
12679,361
26277,361
20627,361
81706,361
18512,360
46231,360
28463,360
2930,360
16785,360
16490,360
50411,360
24800,360
24599,360
91665,360
18266,360
17166,360
20676,360
20598,360
39224,360
31913,360
24056,360
27587,360
26534,360
28544,360
71613,360
27343,360
18183,360
51184,360
22493,360
34056,359
14464,359
64712,359
80017,359
14862,359
20047,359
35667,359
56171,359
36640,359
61631,359
27420,359
568065,359
42987,359
25466,359
26128,359
77320,359
16743,359
30289,359
13414,359
125576,359
51270,359
12316,359
34368,358
17653,358
20857,358
49943,358
15702,358
11559,358
25670,358
39362,358
31132,358
35582,358
21163,358
14881,358
64005,358
57362,358
29274,358
153299,358
25803,358
25026,358
8388,358
27675,358
28547,358
35023,357
50136,357
