,count
4967,2606
11325,2606
6136,2606
6858,2606
12042,2605
4570,2604
4816,2603
12657,2603
8265,2602
7103,2601
1615,2599
2721,2598
7113,2598
8039,2597
7592,2596
10673,2594
6813,2592
9040,2589
5345,2589
17508,2587
5894,2585
2234,2585
4254,2584
11742,2584
9087,2583
9852,2583
10386,2582
6731,2581
15966,2580
7817,2580
5173,2578
18015,2576
9517,2575
8262,2574
16316,2574
11565,2574
12571,2574
9214,2574
10332,2573
3378,2572
2927,2571
4739,2570
2634,2570
5467,2568
1440,2567
5486,2566
8109,2565
6084,2564
3151,2564
8913,2562
9199,2562
4815,2562
12072,2559
3380,2558
6466,2557
35788,2556
5220,2555
3523,2555
2424,2554
11703,2554
12694,2553
3230,2553
42223,2552
7169,2552
7597,2551
10372,2550
5068,2549
10329,2548
3075,2547
5339,2547
9003,2545
12667,2544
8711,2544
8288,2541
8439,2540
3241,2540
16134,2540
16856,2539
10552,2537
2636,2537
1404,2536
6914,2536
3686,2533
4983,2532
1725,2532
1415,2531
5429,2531
4416,2529
1349,2526
6642,2525
7813,2524
12564,2523
1727,2522
8489,2521
3099,2518
1784,2517
7878,2517
6576,2516
12926,2515
7805,2514
5438,2514
8660,2514
4044,2514
4706,2514
6149,2514
9026,2513
6673,2511
2769,2511
8091,2509
5640,2507
9849,2506
4829,2506
12692,2505
8443,2505
3076,2504
11704,2504
11224,2503
6059,2502
11220,2501
11991,2501
9143,2501
3527,2501
5020,2500
6534,2500
9684,2499
10735,2499
5571,2497
2830,2497
1695,2496
14013,2496
11695,2495
7689,2494
9169,2493
5549,2491
4535,2490
7950,2490
9318,2489
4188,2488
21131,2486
5256,2486
1895,2485
4204,2484
5303,2484
36163,2483
4564,2483
5737,2481
8008,2479
6294,2479
4242,2479
7080,2478
7202,2478
2092,2477
14043,2476
5660,2476
13151,2475
12732,2474
13619,2472
9710,2472
7166,2470
6555,2470
14302,2469
6285,2468
4848,2467
3798,2466
15389,2465
15060,2463
10069,2463
8473,2461
3163,2459
2072,2458
3009,2458
4804,2457
3572,2457
21141,2456
15068,2456
17757,2455
2440,2455
8885,2453
4585,2453
12306,2452
6508,2451
13117,2451
7740,2448
11323,2448
14424,2447
5864,2447
3791,2446
3743,2446
12464,2446
11420,2445
14341,2445
11269,2444
9250,2444
3007,2442
7285,2442
2211,2442
3396,2440
11998,2440
7561,2439
7539,2438
5361,2438
15521,2436
6523,2436
8192,2435
2924,2435
5893,2433
2071,2433
6515,2433
5074,2430
10021,2428
3280,2428
4143,2426
6889,2426
8038,2425
7815,2424
9724,2423
10738,2423
6955,2423
2573,2420
1491,2420
1359,2418
6016,2416
311,2416
14035,2415
4229,2415
2276,2414
19312,2413
11519,2413
7728,2412
9460,2412
15662,2411
4411,2410
10919,2410
12817,2410
8047,2409
1614,2409
15867,2408
3637,2407
7114,2404
9699,2403
9194,2402
7229,2400
13259,2400
4492,2399
8610,2398
7896,2398
2178,2398
2196,2398
15605,2396
6351,2395
9704,2394
12261,2393
8944,2392
17012,2391
10927,2390
6217,2390
6984,2388
27842,2387
3828,2386
5449,2386
8738,2386
14565,2382
9754,2381
5850,2381
11551,2381
16997,2380
13269,2380
8209,2379
10542,2379
1182,2378
6077,2377
9515,2376
9559,2376
7553,2375
17038,2375
12022,2374
6374,2374
10535,2373
5340,2372
8695,2372
7013,2372
9874,2371
8708,2371
7220,2371
5489,2370
9712,2369
13103,2368
3609,2367
7386,2366
5264,2365
10749,2365
8193,2364
5734,2364
9548,2363
17766,2362
3771,2362
10200,2362
2318,2359
31962,2359
18093,2359
33467,2358
5528,2357
7529,2355
6719,2354
12109,2353
16202,2352
7971,2351
8058,2351
9135,2350
9167,2350
3613,2344
7799,2343
6944,2343
7983,2343
11654,2342
675,2341
6976,2339
6562,2339
457,2339
12486,2338
3435,2338
28246,2337
16155,2337
6803,2337
2173,2337
7305,2336
11296,2336
15790,2336
11907,2334
3481,2333
6477,2332
11840,2332
9986,2331
4670,2329
7624,2329
8686,2329
5315,2329
4443,2328
4827,2327
1910,2327
15748,2325
378,2325
21622,2324
15789,2323
8661,2323
1580,2323
4292,2323
13352,2322
11884,2322
1342,2322
4814,2322
14159,2322
511,2321
74,2321
2604,2321
5703,2319
11294,2318
8327,2318
10196,2317
8435,2317
34532,2317
9323,2317
12894,2316
4366,2315
6015,2314
9299,2313
10040,2312
10974,2312
2793,2312
4252,2311
9950,2311
5672,2310
15403,2310
5581,2309
17479,2308
13110,2308
10257,2306
7147,2305
1641,2305
26169,2305
2150,2304
1521,2304
8089,2303
3964,2302
9795,2302
8612,2302
12643,2301
11874,2299
9982,2299
12794,2298
9204,2298
6847,2296
10348,2296
13649,2296
2620,2294
2044,2293
6720,2292
2967,2291
5901,2291
6812,2291
9994,2291
10994,2289
11825,2288
6444,2286
10935,2285
14437,2284
13136,2283
8203,2283
9396,2282
9511,2281
7137,2280
9586,2279
16571,2278
8718,2277
7356,2277
12291,2276
6587,2276
3709,2274
12252,2274
12807,2273
8228,2272
2046,2271
4339,2270
23200,2269
9140,2269
10394,2268
14666,2268
9923,2268
9330,2267
8427,2267
8397,2267
2751,2267
7829,2267
3784,2266
32870,2266
11300,2266
7700,2264
4504,2263
7160,2262
6188,2262
6069,2261
10997,2260
11198,2260
5240,2259
13284,2259
6586,2259
9098,2258
3333,2257
10446,2255
12572,2255
3715,2255
2567,2254
9663,2253
51914,2252
6717,2251
3029,2251
8685,2251
13736,2251
15312,2250
4343,2249
8676,2249
11623,2248
1003,2248
14854,2247
7260,2246
13471,2245
1585,2244
3063,2243
10973,2243
20825,2242
6239,2242
7513,2242
289869,2241
7453,2241
8274,2239
22001,2237
10821,2236
8952,2236
2477,2236
909,2236
7344,2235
4968,2234
6691,2233
9234,2233
6536,2233
4623,2232
9746,2232
6690,2232
5809,2232
13775,2231
6241,2231
9351,2231
10005,2230
5137,2230
12715,2229
7786,2227
4447,2227
7741,2227
14474,2226
7463,2225
11895,2225
3484,2224
2717,2224
11122,2223
4599,2222
10186,2222
9747,2220
2690,2219
15046,2218
13437,2218
9254,2217
24843,2217
8600,2217
20273,2216
9562,2216
17788,2216
8574,2214
3372,2214
12011,2214
13367,2212
9500,2211
8837,2210
6540,2210
5557,2209
11217,2209
10201,2209
21733,2207
11315,2206
5514,2206
2311,2205
14500,2205
8177,2204
16470,2204
2543,2204
9465,2203
2247,2203
4334,2202
7580,2202
7732,2202
10113,2202
10277,2200
12181,2200
15567,2200
12493,2200
22370,2200
7387,2199
7132,2199
18085,2198
14215,2196
18858,2195
3127,2195
10347,2195
4763,2194
11473,2193
15650,2193
22598,2192
13461,2192
9698,2191
3522,2190
12331,2190
10953,2189
8516,2189
6213,2187
8883,2187
5876,2186
19911,2186
2711,2186
6334,2184
7449,2184
11929,2183
7325,2183
4955,2183
12474,2183
11731,2182
14804,2182
2473,2182
13858,2181
8044,2181
5844,2181
5480,2178
6475,2178
543,2177
14537,2176
307,2176
8362,2174
7503,2174
6572,2171
1721,2170
5795,2170
6990,2169
13032,2168
9145,2168
4172,2168
8930,2168
7142,2167
9872,2165
8955,2165
9969,2165
10274,2164
12516,2164
9819,2164
6903,2164
7920,2163
2503,2161
21210,2160
16139,2158
14010,2158
11280,2157
31013,2157
9551,2156
11859,2155
18268,2155
7750,2154
12793,2152
12114,2152
5586,2151
5459,2151
5627,2150
8956,2150
5946,2149
9978,2148
11105,2147
16462,2147
8904,2146
1729,2146
11941,2145
6808,2142
3521,2142
17125,2142
8199,2141
7837,2140
9822,2140
9435,2138
17890,2137
6584,2137
5727,2136
6943,2134
5532,2133
12413,2133
10254,2132
13716,2131
19692,2131
13648,2130
10490,2129
23219,2129
2070,2128
11821,2127
8702,2127
11135,2126
4365,2126
7164,2126
12118,2126
7030,2125
6967,2125
2861,2125
10043,2125
8059,2124
13744,2123
5425,2123
30932,2122
7002,2120
4646,2120
8040,2119
6997,2119
6373,2118
6448,2118
20528,2118
6814,2118
7183,2116
7039,2115
9262,2114
7301,2112
13771,2112
4225,2112
8446,2111
2513,2111
13886,2111
10987,2110
9411,2109
10765,2109
15588,2108
6167,2108
7262,2107
4801,2107
9835,2107
23686,2105
3607,2102
7200,2102
8881,2101
7077,2100
17070,2099
7182,2098
5013,2098
8370,2097
7291,2096
6342,2095
4281,2095
6507,2093
5831,2092
6479,2092
2527,2092
3740,2091
6560,2088
6998,2088
990,2088
11090,2087
12987,2086
9531,2085
9388,2084
10317,2084
55991,2083
3910,2082
5510,2082
4870,2081
8735,2081
5673,2080
8637,2080
20790,2077
6522,2077
9142,2077
17286,2076
14104,2076
22348,2074
12515,2074
5849,2074
1569,2074
8390,2073
2105,2073
6740,2071
6947,2070
54165,2070
7110,2068
17064,2067
7807,2067
30361,2065
7953,2064
7880,2064
5213,2064
16115,2064
11158,2062
2336,2061
6453,2061
22132,2060
4601,2060
7024,2059
7178,2058
12971,2056
39032,2056
15597,2054
6287,2054
2068,2054
13064,2053
18646,2052
32817,2051
7644,2051
7976,2051
2050,2050
8859,2050
10805,2050
7315,2049
10039,2049
12947,2049
14366,2049
7423,2049
5353,2048
27710,2046
13640,2046
8768,2045
14536,2044
15571,2041
9854,2040
4159,2040
7902,2040
16285,2038
9105,2038
13373,2037
8145,2037
8202,2037
47344,2036
14499,2035
21278,2035
9638,2035
6284,2032
3275,2032
14126,2032
9859,2032
17724,2032
18616,2031
9659,2031
9486,2031
7845,2031
4156,2031
5943,2029
2387,2029
23905,2029
9660,2028
23109,2028
10292,2028
6962,2027
2730,2027
5328,2027
13717,2027
7948,2027
11134,2025
10676,2024
9225,2024
11818,2024
3050,2024
7771,2024
8284,2023
7057,2023
12801,2023
12672,2022
13242,2022
7001,2020
8991,2019
9685,2019
11310,2019
7482,2018
2759,2018
8524,2018
5021,2018
8749,2018
11332,2017
12275,2017
1973,2017
7320,2017
10486,2017
8139,2016
3079,2015
13188,2015
10627,2014
6697,2013
7389,2013
7558,2010
9212,2010
9424,2009
9289,2008
1527,2008
8395,2008
14728,2008
16242,2007
14267,2007
8662,2007
11353,2007
10121,2007
10019,2006
5580,2006
4491,2006
13452,2005
6870,2005
8336,2005
17789,2004
6106,2004
3975,2002
2860,2002
12454,2002
8227,2001
14029,2000
4326,2000
10214,2000
11249,2000
14304,1998
7280,1997
10327,1997
17314,1996
11708,1996
5002,1995
8195,1995
213,1994
5599,1993
9833,1992
11682,1991
77925,1991
11661,1991
5758,1990
8346,1990
4465,1989
8247,1988
5292,1988
5699,1987
13639,1986
13987,1986
6226,1985
5924,1985
28396,1985
16003,1985
8361,1985
6348,1985
9329,1984
5498,1984
13334,1984
11534,1984
6057,1982
6801,1982
6834,1982
6366,1980
8217,1980
1561,1979
13257,1979
2431,1978
5180,1978
5641,1978
6969,1977
9222,1976
9951,1976
11699,1975
9359,1975
5771,1974
9937,1974
9868,1973
13740,1973
2423,1971
2997,1971
28922,1970
13388,1970
19220,1970
4038,1970
8854,1967
9189,1966
8244,1966
6440,1966
6503,1965
9597,1965
14914,1963
4301,1962
8852,1962
8868,1960
10265,1960
8340,1959
4144,1958
3142,1957
3583,1957
9421,1957
7116,1957
9566,1957
11468,1956
11041,1956
13964,1956
16436,1956
106,1956
4544,1955
7188,1953
17844,1951
10263,1951
18400,1951
5587,1950
1674,1949
9734,1949
17504,1948
9634,1948
2760,1947
9474,1947
20179,1947
6200,1946
4321,1946
7895,1946
12479,1945
6107,1945
19562,1944
12984,1943
9792,1943
17372,1943
15863,1942
13991,1942
9916,1941
2133,1941
5975,1941
7764,1941
20340,1941
10320,1940
19855,1939
12802,1938
12222,1938
9810,1937
10902,1937
5143,1937
9732,1936
12473,1935
6231,1935
9944,1935
5034,1935
8221,1933
16766,1932
12415,1931
12852,1931
12606,1931
5301,1931
5110,1930
14443,1929
14814,1929
7422,1928
5096,1927
12840,1927
10710,1927
1253,1927
907,1924
11615,1924
10400,1924
13787,1923
6301,1922
16468,1922
17722,1922
10402,1920
5197,1920
3668,1920
6442,1919
9945,1919
6447,1918
8120,1918
2016,1918
89755,1917
15422,1917
6108,1916
8928,1915
17709,1915
5911,1914
2556,1914
6799,1914
7946,1913
6377,1912
8977,1912
7852,1911
9943,1911
52146,1911
17553,1910
3096,1910
4403,1909
16596,1908
16803,1907
7794,1906
1882,1906
10809,1905
4761,1905
14855,1902
6623,1900
14791,1900
8541,1900
2427,1900
7326,1900
9791,1899
9326,1899
13323,1899
10046,1898
10426,1898
18603,1897
17716,1896
8143,1896
5495,1895
8849,1895
6152,1895
5913,1895
3253,1893
10245,1893
2520,1892
6761,1892
8964,1892
12283,1891
6755,1891
14588,1891
15008,1890
8902,1890
13892,1889
6831,1889
12770,1888
10340,1888
2230,1887
6007,1886
15338,1886
932,1886
3278,1884
10881,1883
7898,1882
8873,1882
2862,1882
2752,1881
6905,1881
7444,1880
4582,1880
10691,1879
9502,1877
2875,1877
6979,1874
16204,1874
8496,1874
8680,1874
11512,1872
727,1871
89823,1870
13344,1869
8493,1869
9316,1869
16449,1867
5117,1865
10153,1864
20542,1864
15274,1864
6615,1864
1170,1863
10316,1863
5534,1862
7199,1862
11464,1862
6844,1861
5379,1861
12558,1861
12505,1860
10022,1860
23610,1860
1442,1859
35715,1859
7312,1859
14651,1858
7581,1858
7288,1855
14783,1855
10058,1855
4291,1854
8431,1854
1937,1853
8621,1853
9415,1853
13071,1853
3556,1853
21096,1853
5085,1852
6882,1852
7636,1851
12459,1851
13658,1851
5739,1851
10352,1850
9378,1850
9272,1849
930,1849
12790,1848
16859,1848
13402,1847
4158,1847
8285,1846
18107,1846
7500,1846
13349,1846
10887,1845
7105,1844
8155,1844
9909,1844
985,1843
3501,1843
14611,1843
5858,1842
2328,1842
5904,1840
8477,1840
16374,1839
2599,1838
6510,1838
12043,1838
13119,1838
8731,1837
6566,1836
15900,1836
6520,1836
55184,1836
8805,1834
14042,1834
5767,1834
15769,1834
2937,1834
14902,1833
4911,1833
8771,1833
8300,1833
7299,1832
2393,1831
11436,1830
11211,1830
479,1830
6037,1830
3657,1829
13805,1828
10858,1827
10667,1826
12609,1825
14900,1825
4371,1825
9728,1824
11265,1824
10924,1822
10872,1822
4253,1821
3418,1820
6624,1820
8502,1819
10337,1819
14051,1817
8396,1817
16392,1817
15031,1816
12954,1815
6494,1815
7317,1814
26115,1814
5291,1813
9030,1812
7028,1812
5919,1812
8171,1812
6670,1812
7832,1812
10895,1811
5057,1811
95451,1810
4749,1809
8368,1809
26352,1808
3794,1808
9887,1807
6063,1807
13320,1807
5967,1807
9690,1806
28610,1806
13673,1805
8741,1804
13422,1804
13006,1804
9314,1804
4453,1804
10307,1803
1323,1803
11575,1802
14376,1802
7619,1801
13810,1800
95665,1800
6725,1799
15531,1799
13167,1799
13118,1799
3156,1797
10244,1797
8537,1797
10319,1796
7818,1796
6014,1795
20071,1795
9227,1794
11010,1794
23002,1793
13436,1792
12734,1791
9426,1791
3487,1791
5862,1791
14506,1790
25717,1790
11267,1790
14105,1790
18428,1789
8947,1788
4771,1787
24325,1787
9452,1786
7514,1786
17139,1786
7900,1786
9363,1785
6474,1785
1613,1785
1458,1785
10481,1784
9577,1784
15140,1783
15058,1783
26124,1783
2017,1783
15750,1783
6243,1783
11044,1782
10102,1782
12352,1780
3876,1780
8110,1778
5497,1777
13665,1777
11809,1777
6929,1777
10397,1777
7210,1776
10769,1776
13236,1775
6989,1775
4773,1774
12139,1774
20882,1774
10729,1773
8007,1772
11298,1772
11847,1772
6208,1771
9977,1771
13351,1771
3091,1770
10078,1770
23185,1769
12972,1769
8382,1767
11263,1767
8306,1766
8458,1766
16747,1765
3186,1765
9487,1765
7857,1764
2901,1764
13014,1764
5130,1763
29862,1763
6852,1763
12749,1762
4928,1761
9672,1761
12405,1761
4045,1760
11150,1760
12800,1760
33374,1759
17695,1759
10532,1759
14485,1759
11746,1759
11346,1759
5728,1759
26228,1759
6070,1758
15697,1758
8838,1758
16138,1757
15687,1757
7803,1756
6028,1756
46293,1756
5390,1754
1773,1754
4700,1754
9339,1753
13028,1753
9572,1753
7471,1753
4707,1752
6415,1752
15823,1752
8097,1751
16389,1751
4573,1750
6679,1750
10827,1750
15093,1749
15350,1748
5838,1748
5977,1748
6384,1748
7233,1748
6705,1747
7569,1747
9334,1746
8978,1746
48465,1746
7191,1746
21492,1745
9017,1745
9848,1744
7125,1744
9237,1744
37867,1743
8140,1743
10073,1742
1587,1742
9311,1742
3722,1742
3176,1742
11159,1742
8951,1741
2401,1741
6556,1741
12553,1740
5873,1739
12780,1739
31069,1739
9278,1739
939,1738
6749,1738
9897,1738
6464,1737
6150,1737
3853,1737
11112,1736
1917,1736
11227,1736
9476,1736
9744,1734
8971,1734
2840,1734
15619,1734
4130,1733
7909,1732
3562,1732
8602,1732
9648,1731
6901,1731
6156,1730
10169,1730
7352,1729
3899,1729
4467,1729
3351,1728
2607,1728
5494,1727
9619,1727
6193,1727
5320,1727
18941,1726
9709,1725
7617,1725
4590,1725
8365,1724
8573,1724
6778,1723
12225,1723
7337,1723
8990,1721
12238,1721
10466,1719
16162,1718
11830,1717
18086,1717
2308,1717
49600,1716
10508,1716
6988,1716
5726,1716
3835,1715
7969,1714
10976,1714
4637,1713
747,1713
9118,1713
26337,1713
7851,1712
11073,1708
7842,1708
9265,1708
10344,1707
16594,1707
11208,1706
11446,1705
6887,1705
2479,1704
18201,1704
9870,1704
10725,1703
1031,1703
3110,1703
14549,1702
12845,1702
1640,1702
3394,1702
15857,1702
5296,1702
12856,1700
5304,1700
9213,1700
7521,1700
25024,1699
10031,1698
8167,1697
40329,1697
8312,1696
7868,1696
10720,1696
8619,1696
9679,1696
5972,1695
10494,1695
7472,1695
20206,1694
8015,1692
4105,1692
8211,1692
21698,1691
4817,1690
16246,1689
3455,1689
10051,1689
6746,1689
5211,1689
3751,1688
13464,1688
14039,1688
13282,1687
5778,1687
11366,1686
8819,1685
5321,1685
6427,1684
5306,1684
11569,1683
7606,1682
11891,1682
10442,1682
6203,1682
8539,1680
6472,1678
10191,1678
2066,1677
10479,1676
7491,1676
6563,1675
17021,1674
10986,1674
5349,1673
13902,1673
15441,1672
7033,1671
666,1671
8083,1670
3452,1669
5723,1668
8474,1668
13635,1667
10312,1667
936,1667
5702,1666
2244,1666
13147,1666
12908,1666
39523,1666
15975,1664
15328,1664
9384,1664
7646,1664
3308,1663
1371,1662
10364,1662
16676,1661
10483,1661
15186,1661
8318,1661
4550,1661
14457,1659
2481,1659
10760,1658
9512,1658
10687,1657
18634,1657
5302,1657
5364,1657
8681,1656
8603,1655
12611,1655
10639,1654
6942,1654
8872,1653
7146,1653
4462,1653
483,1652
5368,1652
8005,1651
4538,1651
10193,1650
9315,1650
6961,1650
16508,1649
5298,1649
6639,1648
6146,1648
9371,1647
8323,1647
8163,1647
8063,1647
7364,1647
6006,1647
5092,1646
2829,1646
5933,1645
7354,1645
48325,1644
6199,1644
9120,1644
5590,1644
99,1643
10817,1643
5469,1642
6060,1642
15381,1642
12398,1641
13550,1641
59245,1640
8598,1640
19508,1640
10134,1638
3412,1638
7052,1637
7585,1637
9416,1637
13975,1635
25333,1635
7836,1633
10104,1632
6319,1632
29505,1632
5880,1632
10870,1631
7502,1631
12922,1631
10572,1630
8234,1628
5983,1628
13949,1628
13973,1627
9769,1626
14038,1625
8601,1625
4427,1624
65041,1623
11956,1623
5071,1623
9070,1622
13411,1622
2819,1621
1688,1620
7085,1619
8606,1619
13438,1619
15952,1619
14211,1617
11680,1616
3381,1616
3963,1615
19736,1615
43529,1614
18925,1613
7436,1613
4819,1610
12000,1610
5023,1610
4941,1609
10714,1609
12896,1609
14307,1609
6529,1609
13913,1608
11916,1607
13357,1607
13185,1607
29190,1606
11242,1606
4115,1604
4962,1604
12660,1604
8912,1603
19311,1603
6361,1602
11031,1601
11754,1600
7400,1600
6140,1600
11900,1600
29699,1599
2916,1599
15049,1599
17569,1598
13262,1598
11693,1598
2834,1596
14452,1596
19745,1596
16309,1596
12079,1595
12093,1595
7907,1595
10210,1595
11102,1595
5722,1594
11653,1594
44998,1594
11734,1593
4497,1592
8276,1591
10955,1590
7499,1590
15546,1590
3636,1590
3480,1590
2408,1590
20744,1589
4017,1588
12124,1588
6238,1588
17868,1588
21051,1588
7255,1587
7112,1587
5326,1587
3379,1587
13458,1587
2342,1586
7980,1586
7768,1586
12211,1585
7119,1585
8675,1584
11362,1584
14390,1583
6588,1582
3870,1582
11341,1582
8879,1581
4053,1581
8534,1580
2641,1579
9523,1578
13322,1578
9399,1578
8430,1578
5405,1578
10863,1576
12688,1576
6959,1575
3248,1575
8433,1574
8423,1574
9889,1574
4943,1574
13299,1573
9773,1572
9739,1571
13938,1571
27347,1570
12046,1569
5745,1569
14308,1568
13489,1568
16671,1568
15732,1567
10468,1567
2560,1567
13515,1567
4563,1566
8286,1566
17363,1566
14115,1566
14407,1564
10139,1564
1353,1564
3425,1563
3955,1562
5712,1561
105189,1561
8836,1560
13504,1560
3738,1559
8404,1558
16087,1558
8512,1558
5965,1557
9364,1556
12040,1556
7185,1556
20842,1556
32599,1555
13095,1555
2949,1554
9382,1553
12568,1552
5607,1552
6713,1551
17679,1551
16346,1551
7809,1551
6512,1550
11925,1549
4919,1549
5169,1548
17625,1548
1698,1547
9341,1547
8358,1547
14389,1547
17942,1546
9557,1546
8867,1546
38704,1545
4483,1545
13965,1544
7800,1544
16329,1543
4354,1542
10637,1542
10382,1541
16880,1541
12874,1540
4499,1540
6254,1540
10419,1539
17873,1539
1741,1539
50532,1539
8528,1538
3463,1538
9153,1538
14080,1537
13922,1536
8538,1535
10567,1535
3066,1535
12767,1534
13091,1534
11287,1533
9776,1532
12088,1532
15480,1531
13150,1531
9076,1530
10252,1530
23878,1529
4389,1529
9112,1529
24090,1528
11161,1528
6430,1528
11487,1527
5392,1526
9048,1525
11065,1525
6956,1525
12199,1525
3039,1525
38141,1524
5475,1524
127191,1524
10731,1523
3448,1523
16523,1523
8866,1523
8804,1523
9036,1523
14520,1523
6866,1523
22942,1522
12383,1522
2367,1522
17075,1522
11317,1521
17323,1520
3437,1520
3194,1520
12417,1520
11002,1519
11337,1519
67080,1518
6247,1518
18710,1518
4777,1517
19724,1516
2722,1516
7588,1516
7475,1515
4037,1515
458,1515
14200,1514
5811,1514
13629,1514
15862,1514
2591,1513
1904,1513
5837,1512
14869,1512
36931,1512
8839,1512
19060,1512
12739,1510
10162,1510
17427,1510
15643,1509
9405,1508
10555,1508
6332,1506
8449,1506
15478,1505
16492,1505
4993,1505
18187,1504
27664,1504
5297,1503
8208,1503
8056,1502
21585,1501
4662,1501
24947,1500
9886,1500
10462,1500
12110,1500
9751,1499
8245,1499
7544,1499
3655,1497
3228,1497
10260,1496
9015,1496
12509,1496
9493,1496
3086,1495
15446,1494
7365,1494
17267,1491
14777,1491
15472,1490
11639,1490
4092,1490
14686,1490
18419,1489
23396,1489
17839,1488
10291,1488
10998,1487
20228,1487
15131,1487
7721,1486
9182,1486
5035,1485
16069,1485
591,1485
11834,1485
14034,1485
56876,1484
13545,1483
13692,1483
11868,1483
3368,1483
29113,1482
11716,1482
15198,1482
18819,1481
8035,1481
16757,1481
15658,1481
67294,1481
7912,1480
14172,1480
10204,1480
13592,1480
4912,1479
12680,1479
2381,1479
3592,1479
2293,1478
12070,1478
8096,1478
15809,1477
20172,1476
12484,1475
12310,1474
12406,1473
5541,1473
4481,1473
12814,1473
11489,1471
7117,1471
17147,1471
4654,1470
5729,1469
14276,1468
8304,1468
19305,1468
8263,1468
9279,1468
3376,1468
12641,1467
1693,1466
18216,1466
1730,1466
5805,1466
17614,1464
14365,1464
12030,1464
26529,1464
9544,1464
10374,1463
10258,1462
9890,1462
12221,1461
11219,1461
6441,1461
5069,1461
7683,1460
7048,1460
9840,1460
10178,1459
2319,1459
13935,1459
23345,1459
9346,1458
24439,1458
11228,1458
3185,1457
17148,1457
11094,1457
15177,1457
14662,1456
9700,1456
5295,1455
9147,1454
2680,1454
13168,1454
10211,1454
11973,1454
5448,1453
2041,1453
11144,1453
11729,1452
3153,1452
2373,1452
7996,1451
8084,1451
11529,1451
24628,1451
9117,1451
11592,1451
7507,1451
21836,1451
8250,1449
14925,1449
9251,1449
10940,1449
18700,1449
8961,1447
15194,1447
7940,1447
8309,1446
9061,1446
10253,1446
7879,1445
11724,1444
1546,1444
11086,1444
16827,1444
15146,1443
2786,1442
15628,1442
9959,1442
20025,1442
9601,1440
10948,1440
14354,1440
11594,1440
7666,1440
3310,1440
19545,1440
10839,1439
79368,1439
12736,1438
5386,1438
12622,1436
12312,1436
5574,1435
8080,1434
18231,1434
6340,1434
25531,1433
13005,1433
2982,1432
10990,1432
14119,1432
12399,1432
15698,1431
1624,1431
6027,1430
16741,1430
9714,1430
10431,1429
7998,1429
2027,1429
12576,1428
6569,1427
4372,1427
5226,1426
7759,1426
11799,1426
9059,1425
9640,1425
10495,1425
1216,1425
10050,1425
2671,1424
16900,1423
6180,1423
8488,1423
14694,1422
14514,1422
3728,1422
6530,1421
16704,1421
14353,1421
5201,1421
10611,1420
2190,1420
18199,1420
9579,1419
10035,1419
11610,1419
5427,1419
13569,1419
6893,1419
10587,1419
28147,1417
10609,1417
7710,1417
12575,1417
12510,1417
4899,1416
8875,1416
16080,1416
15096,1416
8239,1415
14277,1414
7490,1414
13685,1413
3189,1413
8938,1413
22382,1413
8191,1413
12319,1412
11215,1412
5589,1412
5596,1412
6085,1411
19815,1411
2998,1410
8144,1410
12785,1409
14984,1408
7310,1408
22184,1408
23299,1407
12372,1407
15821,1407
22508,1406
17799,1406
11039,1406
8575,1406
11495,1405
5818,1404
13688,1404
6112,1402
11270,1402
741,1402
178,1402
2896,1402
4693,1401
18960,1401
14719,1400
67046,1399
10606,1399
9843,1399
6692,1399
14445,1398
8862,1398
9287,1397
7872,1396
23619,1396
11894,1396
10558,1395
21030,1395
20798,1394
32086,1393
9308,1392
17389,1392
6019,1392
11770,1392
8554,1391
10434,1391
20181,1391
7678,1390
4075,1390
31138,1390
8933,1390
9109,1390
12999,1390
13034,1390
20086,1389
2421,1389
11622,1388
13580,1388
5089,1388
5903,1387
10131,1387
11237,1387
8225,1387
18276,1386
1214,1386
10582,1386
12841,1386
7192,1386
8969,1386
14318,1386
6462,1386
3786,1385
5472,1385
11068,1385
8121,1384
41911,1383
19161,1383
5997,1382
9590,1382
9725,1382
12034,1381
29040,1381
8998,1380
9925,1380
9419,1380
46419,1379
18661,1378
8733,1378
17516,1378
4482,1376
2197,1376
26058,1376
4940,1375
2957,1375
11710,1374
6916,1374
6999,1374
9294,1372
12625,1371
12610,1371
10632,1371
19458,1370
5078,1370
11092,1370
6599,1369
10674,1369
13252,1369
7497,1369
10890,1369
57842,1368
17361,1368
8334,1368
7017,1368
17678,1367
14252,1367
12409,1367
11184,1367
8847,1367
4034,1367
16461,1366
13696,1366
16379,1366
17827,1366
8846,1366
12669,1365
7358,1365
7604,1365
17622,1365
15794,1365
47381,1364
4126,1364
120836,1363
31849,1362
16781,1362
6762,1362
15962,1362
9079,1362
3519,1362
16089,1362
2669,1361
4929,1361
10451,1361
11581,1361
5189,1360
15087,1360
19179,1359
15923,1359
11050,1359
16555,1359
7309,1359
32036,1357
2517,1357
14378,1357
26856,1356
14918,1356
8745,1355
1821,1355
12981,1355
4999,1354
18718,1353
1748,1353
7992,1353
7866,1352
13057,1352
14731,1352
7419,1352
20620,1352
3994,1351
19592,1350
21384,1349
12085,1349
18305,1349
2726,1349
16440,1349
20115,1348
13199,1348
95163,1348
188,1347
3589,1347
5268,1346
25283,1346
7706,1346
16687,1346
10958,1345
6995,1345
14367,1344
7884,1344
14696,1344
12014,1343
10759,1343
4495,1343
9565,1343
13988,1343
7810,1342
11376,1342
13847,1342
2789,1342
9218,1341
16623,1341
5815,1339
